OBJECTID,FID_tl_2017_48_tract,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,FID_FEMA_Floodplains_NFHL_2015,DFIRM_ID,FLD_AR_ID,FLD_ZONE,ZONE_SUBTY,FloodYear,Year/totalarea,SFHA_TF,SOURCE_CIT,Shape_Length,Shape_Area,SummarizedAreaforSameName
6595,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10207,48201C,48201C_10225,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.199036269,0.000278965,
6596,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10243,48201C,48201C_5498,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000248742,1.73E-09,
6597,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10314,48201C,48201C_5485,AE,,100,,T,48201C_STUDY1,0.00078941,8.05E-09,
6598,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10353,48201C,48201C_4795,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.00041762,8.97E-09,
6599,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10425,48201C,48201C_4835,AE,,100,,T,48201C_STUDY1,0.000818789,6.88E-09,
6600,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10547,48201C,48201C_4838,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.018295542,2.10E-06,
6601,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10600,48201C,48201C_4496,AE,,100,,T,48201C_STUDY1,0.012548665,8.35E-07,
6602,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10715,48201C,48201C_4757,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.028113406,2.17E-06,
6603,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10920,48201C,48201C_4777,AE,,100,,T,48201C_STUDY1,0.003712674,1.88E-07,
6604,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,10998,48201C,48201C_4957,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.005677469,1.02E-07,
6605,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,11425,48201C,48201C_5225,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.01560338,3.88E-06,
6606,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,11489,48201C,48201C_5244,AE,,100,,T,48201C_STUDY1,0.001017374,8.84E-09,
6607,1120,48,201,342700,48201342700,3427,Census Tract 3427,G5020,S,3456949,5066,29.6960655,-95.1188728,11878,48201C,48201C_5503,AE,FLOODWAY,100,,T,48201C_STUDY1,0.042503527,4.44E-06,
6608,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,5281,48201C,48201C_4936,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.00075413,1.23E-08,
6609,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,5341,48201C,48201C_4933,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000271651,3.91E-09,
6610,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,5505,48201C,48201C_4456,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000702782,2.02E-08,
6611,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,6075,48201C,48201C_5019,AE,,100,,T,48201C_STUDY1,0.000575099,1.22E-08,
6612,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,7761,48201C,48201C_4695,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.045663666,1.40E-05,
6613,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,8141,48201C,48201C_5074,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.001041149,1.30E-08,
6614,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,8372,48201C,48201C_5140,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000415476,6.72E-09,
6615,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,8621,48201C,48201C_4825,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000531383,7.77E-09,
6616,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,8626,48201C,48201C_4881,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000903599,4.15E-08,
6617,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,8684,48201C,48201C_5458,AE,,100,,T,48201C_STUDY1,0.003823995,5.37E-08,
6618,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,8929,48201C,48201C_5574,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000167562,1.67E-09,
6619,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,9620,48201C,48201C_4981,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000214361,1.55E-09,
6620,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,9675,48201C,48201C_5046,AE,,100,,T,48201C_STUDY1,0.008390432,8.24E-07,
6621,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10072,48201C,48201C_4962,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.005761067,2.26E-07,
6622,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10207,48201C,48201C_10225,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.233175088,0.00064153,
6623,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10223,48201C,48201C_5136,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000897851,1.54E-08,
6624,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10498,48201C,48201C_5300,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.006722642,1.42E-06,
6625,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10572,48201C,48201C_4463,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000234808,3.17E-09,
6626,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10714,48201C,48201C_4755,A,,100,,T,48201C_STUDY1,0.017782062,2.38E-06,
6627,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10728,48201C,48201C_3152,AE,FLOODWAY,100,,T,48201C_STUDY1,0.04195056,5.64E-06,
6628,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,10929,48201C,48201C_4889,AE,,100,,T,48201C_STUDY1,0.003007713,1.87E-07,
6629,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11134,48201C,48201C_4718,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.003501366,3.60E-07,
6630,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11230,48201C,48201C_4623,AE,,100,,T,48201C_STUDY1,0.002968612,1.05E-07,
6631,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11344,48201C,48201C_5523,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000828091,7.27E-09,
6632,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11348,48201C,48201C_5553,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000165937,1.57E-09,
6633,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11423,48201C,48201C_5216,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000233783,2.08E-09,
6634,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11425,48201C,48201C_5225,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.021089114,1.13E-05,
6635,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11459,48201C,48201C_5201,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.036920756,1.24E-05,
6636,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11481,48201C,48201C_5327,AE,,100,,T,48201C_STUDY1,0.000845884,8.27E-09,
6637,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11484,48201C,48201C_5330,AE,,100,,T,48201C_STUDY1,0.010230245,1.10E-06,
6638,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11878,48201C,48201C_5503,AE,FLOODWAY,100,,T,48201C_STUDY1,0.065075224,4.62E-06,
6639,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11879,48201C,48201C_5504,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.001973532,1.40E-08,
6640,1121,48,201,342800,48201342800,3428,Census Tract 3428,G5020,S,7445173,25557,29.6928638,-95.101106,11934,48201C,48201C_5509,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.00039162,7.53E-09,
6641,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,4909,48201C,48201C_55,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.044837195,2.86E-05,
6642,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,4988,48201C,48201C_116,AE,,100,,T,48201C_STUDY1,0.111363157,0.000119933,
6643,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,5031,48201C,48201C_972,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.009117846,2.77E-06,
6644,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,6029,48201C,48201C_707,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.0058271,2.04E-06,
6645,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,6248,48201C,48201C_787,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.018174996,1.05E-05,
6646,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,6611,48201C,48201C_411,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.082017451,3.27E-05,
6647,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,7309,48201C,48201C_1101,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.005548242,5.15E-07,
6648,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,7431,48201C,48201C_230,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.007559438,1.79E-06,
6649,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,7691,48201C,48201C_517,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.010383562,2.98E-06,
6650,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,7694,48201C,48201C_638,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.015938819,6.65E-06,
6651,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,7749,48201C,48201C_298,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.001616852,1.03E-07,
6652,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,8183,48201C,48201C_1070,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.00842813,2.23E-06,
6653,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,8325,48201C,48201C_616,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.004850649,1.32E-06,
6654,1122,48,201,422800,48201422800,4228,Census Tract 4228,G5020,S,2300678,0,29.6900285,-95.517789,9445,48201C,48201C_10250,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.011569584,2.33E-06,
6655,1123,48,201,422900,48201422900,4229,Census Tract 4229,G5020,S,1615441,15401,29.6820045,-95.5298306,4988,48201C,48201C_116,AE,,100,,T,48201C_STUDY1,0.065483374,0.000109906,
6656,1123,48,201,422900,48201422900,4229,Census Tract 4229,G5020,S,1615441,15401,29.6820045,-95.5298306,5031,48201C,48201C_972,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.003293158,6.67E-07,
6657,1123,48,201,422900,48201422900,4229,Census Tract 4229,G5020,S,1615441,15401,29.6820045,-95.5298306,6026,48201C,48201C_704,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.015853263,5.26E-06,
6658,1123,48,201,422900,48201422900,4229,Census Tract 4229,G5020,S,1615441,15401,29.6820045,-95.5298306,6244,48201C,48201C_136,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.026992903,9.70E-06,
6659,1123,48,201,422900,48201422900,4229,Census Tract 4229,G5020,S,1615441,15401,29.6820045,-95.5298306,6920,48201C,48201C_1015,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.025129436,8.09E-06,
6660,1123,48,201,422900,48201422900,4229,Census Tract 4229,G5020,S,1615441,15401,29.6820045,-95.5298306,7182,48201C,48201C_145,AE,,100,,T,48201C_STUDY1,0.020920333,1.10E-05,
6661,1123,48,201,422900,48201422900,4229,Census Tract 4229,G5020,S,1615441,15401,29.6820045,-95.5298306,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.018698348,7.39E-06,
6662,1124,48,201,423000,48201423000,4230,Census Tract 4230,G5020,S,1784395,61488,29.6760958,-95.5215429,4988,48201C,48201C_116,AE,,100,,T,48201C_STUDY1,0.06440471,0.000159296,
6663,1124,48,201,423000,48201423000,4230,Census Tract 4230,G5020,S,1784395,61488,29.6760958,-95.5215429,7866,48201C,48201C_927,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.005649499,1.67E-06,
6664,1124,48,201,423000,48201423000,4230,Census Tract 4230,G5020,S,1784395,61488,29.6760958,-95.5215429,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.051671559,1.11E-05,
6665,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,5514,48201C,48201C_1082,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.004177852,6.41E-07,
6666,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,5829,48201C,48201C_444,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.071689067,3.55E-05,
6667,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,5902,48201C,48201C_106,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.005592778,1.27E-06,
6668,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,5956,48201C,48201C_1139,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.004631132,6.23E-07,
6669,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,6658,48201C,48201C_631,AE,,100,,T,48201C_STUDY1,0.016487013,1.93E-06,
6670,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,6786,48201C,48201C_806,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.00329215,5.46E-07,
6671,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,7204,48201C,48201C_965,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.026011151,7.34E-06,
6672,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,7883,48201C,48201C_956,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000842067,1.15E-08,
6673,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,7968,48201C,48201C_555,AE,,100,,T,48201C_STUDY1,0.016212015,3.66E-06,
6674,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,8048,48201C,48201C_164,AE,,100,,T,48201C_STUDY1,0.045343256,9.38E-06,
6675,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,8228,48201C,48201C_1038,AE,,100,,T,48201C_STUDY1,0.00104929,2.41E-08,
6676,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,8232,48201C,48201C_1036,AE,,100,,T,48201C_STUDY1,0.000917187,1.35E-08,
6677,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,9445,48201C,48201C_10250,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.08267348,0.000120635,
6678,1126,48,201,451500,48201451500,4515,Census Tract 4515,G5020,S,1982959,49893,29.7650805,-95.6195766,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.046640228,8.00E-06,
6679,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,4901,48201C,48201C_49,AE,,100,,T,48201C_STUDY1,0.009930194,1.89E-06,
6680,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,5133,48201C,48201C_17,AE,,100,,T,48201C_STUDY1,0.000198766,1.35E-09,
6681,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,6244,48201C,48201C_136,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.024198407,1.27E-05,
6682,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,6369,48201C,48201C_899,AE,,100,,T,48201C_STUDY1,0.002472912,1.51E-07,
6683,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,6440,48201C,48201C_977,AE,,100,,T,48201C_STUDY1,0.036092062,6.92E-06,
6684,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,6920,48201C,48201C_1015,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.106278961,8.36E-05,
6685,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,7182,48201C,48201C_145,AE,,100,,T,48201C_STUDY1,0.022954612,1.18E-05,
6686,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,7304,48201C,48201C_716,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.019596295,6.63E-06,
6687,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,7964,48201C,48201C_1173,AE,,100,,T,48201C_STUDY1,0.007573574,8.67E-07,
6688,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,8374,48201C,48201C_1220,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.05811349,2.28E-05,
6689,1127,48,201,423100,48201423100,4231,Census Tract 4231,G5020,S,1635457,21679,29.6647245,-95.5494555,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.069855305,7.05E-06,
6690,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,5217,48201C,48201C_4985,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.001286181,5.02E-08,
6691,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,5321,48201C,48201C_2632,AE,,100,,T,48201C_STUDY1,0.010833213,1.09E-06,
6692,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,5325,48201C,48201C_2636,AE,,100,,T,48201C_STUDY1,0.002016691,7.16E-08,
6693,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,6071,48201C,48201C_5581,AE,,100,,T,48201C_STUDY1,0.001953357,1.11E-07,
6694,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,6207,48201C,48201C_2170,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.001798037,5.85E-08,
6695,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,7767,48201C,48201C_4441,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000917456,2.53E-08,
6696,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,7844,48201C,48201C_3157,AE,,100,,T,48201C_STUDY1,0.024409486,2.39E-06,
6697,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,7845,48201C,48201C_3158,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.072534793,0.000110074,
6698,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,7905,48201C,48201C_4446,AE,,100,,T,48201C_STUDY1,0.00474561,7.63E-07,
6699,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9080,48201C,48201C_4665,AE,,100,,T,48201C_STUDY1,0.035472062,6.58E-06,
6700,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9314,48201C,48201C_4919,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.024817311,9.00E-06,
6701,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9404,48201C,48201C_5161,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.026950228,2.49E-06,
6702,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9426,48201C,48201C_5044,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.012608231,1.77E-06,
6703,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9592,48201C,48201C_4930,AE,,100,,T,48201C_STUDY1,0.021166809,1.89E-06,
6704,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9662,48201C,48201C_2384,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000580693,8.14E-09,
6705,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9683,48201C,48201C_4538,AE,,100,,T,48201C_STUDY1,0.000988402,2.36E-08,
6706,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,9997,48201C,48201C_4653,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000573248,7.82E-09,
6707,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,10075,48201C,48201C_4965,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.033983369,1.25E-05,
6708,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,10135,48201C,48201C_5475,AE,,100,,T,48201C_STUDY1,0.004098782,4.88E-07,
6709,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,10207,48201C,48201C_10225,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.209851859,0.000305662,
6710,1128,48,201,343000,48201343000,3430,Census Tract 3430,G5020,S,5741468,7713,29.65813,-95.107354,10360,48201C,48201C_4834,AE,,100,,T,48201C_STUDY1,0.001040058,2.97E-08,
