OBJECTID,FID_tl_2017_48_tract,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,FID_FEMA_Floodplains_NFHL_2015,DFIRM_ID,FLD_AR_ID,FLD_ZONE,ZONE_SUBTY,FloodYear,Year/totalarea,SFHA_TF,SOURCE_CIT,Shape_Length,Shape_Area,SummarizedAreaforSameName
1,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,5234,48201C,48201C_575,AE,,100,0.1953125,T,48201C_STUDY1,0.017751347,1.65E-06,0.524091363
2,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,7545,48201C,48201C_1055,AE,,100,0.1953125,T,48201C_STUDY1,0.095646919,4.63E-05,
3,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,7657,48201C,48201C_139,AE,,100,0.1953125,T,48201C_STUDY1,0.020520214,2.64E-06,
4,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,7793,48201C,48201C_743,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,0.1953125,F,48201C_STUDY1,0.011228712,3.17E-06,
5,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,7938,48201C,48201C_861,AE,,100,0.1953125,T,48201C_STUDY1,0.014447973,1.08E-06,
6,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,25380,48201C,48201C_10235,AE,FLOODWAY,100,0.1953125,T,48201C_STUDY1,0.095070764,1.36E-05,
7,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,26226,48201C,48201C_10249,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,0.9765625,F,48201C_STUDY1,0.153958706,7.16E-05,
8,0,48,201,542301,48201542301,5423.01,Census Tract 5423.01,G5020,S,5956733,15456,29.820499,-95.7316493,26307,48201C,48201C_10277,X,AREA OF MINIMAL FLOOD HAZARD,0,0,F,48201C_STUDY1,0.115466728,0.000417336,
9,1,48,201,552601,48201552601,5526.01,Census Tract 5526.01,G5020,S,2911911,4263,29.9629845,-95.567918,7533,48201C,48201C_10263,X,AREA OF MINIMAL FLOOD HAZARD,0,0,F,48201C_STUDY1,0.087278534,0.000272548,
10,7,48,167,720501,48167720501,7205.01,Census Tract 7205.01,G5020,S,4464969,15348,29.4994108,-95.1413275,10308,48201C,48201C_3147,AE,FLOODWAY,100,,T,48201C_STUDY1,0.00888525,9.60E-08,
11,12,48,201,323701,48201323701,3237.01,Census Tract 3237.01,G5020,S,2311208,5694,29.6551252,-95.1769249,6865,48201C,48201C_1440,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.003607337,2.16E-07,
12,12,48,201,323701,48201323701,3237.01,Census Tract 3237.01,G5020,S,2311208,5694,29.6551252,-95.1769249,10207,48201C,48201C_10225,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.059238006,0.000215677,
13,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,7533,48201C,48201C_10263,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.168792138,0.0009171,
14,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,10861,48201C,48201C_6297,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.016091639,8.25E-07,
15,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,11816,48201C,48201C_6825,AE,,100,,T,48201C_STUDY1,0.017492235,1.84E-05,
16,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,11818,48201C,48201C_6832,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.002971983,3.22E-08,
17,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,12050,48201C,48201C_6833,AE,,100,,T,48201C_STUDY1,0.01917469,5.78E-06,
18,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,12594,48201C,48201C_9175,AE,,100,,T,48201C_STUDY2,0.034914856,5.66E-06,
19,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,26027,48201C,48201C_9827,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.068891619,1.25E-06,
20,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.021353951,5.64E-06,
21,13,48,201,240702,48201240702,2407.02,Census Tract 2407.02,G5020,S,10244563,45433,29.9802287,-95.4059104,26275,48201C,48201C_8337,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.024233179,7.20E-06,
22,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,7533,48201C,48201C_10263,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.109867351,0.000230673,
23,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,9129,48201C,48201C_9687,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.046189288,3.73E-06,
24,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,12050,48201C,48201C_6833,AE,,100,,T,48201C_STUDY1,0.01050715,2.48E-07,
25,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,24269,48201C,48201C_10127,AE,,100,,T,48201C_STUDY1,0.024166666,6.28E-06,
26,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.031306742,2.93E-06,
27,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26229,48201C,48201C_10340,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.051317352,1.49E-05,
28,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26249,48201C,48201C_5734,A,,100,,T,48201C_STUDY1,0.000806699,3.36E-08,
29,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26250,48201C,48201C_5736,AE,,100,,T,48201C_STUDY1,0.003246393,4.18E-08,
30,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26251,48201C,48201C_5737,AE,,100,,T,48201C_STUDY1,0.003464476,3.38E-08,
31,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26252,48201C,48201C_5741,AE,,100,,T,48201C_STUDY1,0.051380706,4.80E-05,
32,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26275,48201C,48201C_8337,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.006028564,2.44E-07,
33,14,48,201,240501,48201240501,2405.01,Census Tract 2405.01,G5020,S,3284072,1111,29.9582552,-95.3914922,26277,48201C,48201C_8432,AE,,100,,T,48201C_STUDY1,0.000497871,7.40E-09,
34,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,7533,48201C,48201C_10263,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.256660406,0.000664292,
35,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,12398,48201C,48201C_9844,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.020800459,9.57E-06,
36,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,12526,48201C,48201C_9836,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.005857131,8.17E-07,
37,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,12547,48201C,48201C_9183,AE,,100,,T,48201C_STUDY2,0.004282373,8.78E-07,
38,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,12594,48201C,48201C_9175,AE,,100,,T,48201C_STUDY2,0.013286799,2.59E-06,
39,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,25708,48201C,48201C_10303,AE,FLOODWAY,100,,T,48201C_STUDY1,0.06326443,9.97E-06,
40,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,25791,48201C,48201C_9187,AE,,100,,T,48201C_STUDY2,0.014966896,1.07E-06,
41,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,26027,48201C,48201C_9827,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.024988216,3.41E-07,
42,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,26091,48201C,48201C_9857,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.040445558,1.02E-06,
43,15,48,201,240701,48201240701,2407.01,Census Tract 2407.01,G5020,S,7409433,3498,30.0113158,-95.4162249,26094,48201C,48201C_9866,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.02166515,2.59E-06,
44,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,7533,48201C,48201C_10263,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.113456406,0.000442192,
45,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,9269,48201C,48201C_10211,AE,,100,,T,48201C_STUDY2,0.067429372,3.27E-05,
46,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,23518,48339C,48339C_645,AE,FLOODWAY,100,,T,48339C_STUDY1,0.000800585,8.74E-09,
47,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,24617,48201C,48201C_9940,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.020994924,3.98E-06,
48,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,25071,48201C,48201C_9260,AE,,100,,T,48201C_STUDY1,0.019659836,1.19E-05,
49,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,25215,48201C,48201C_10178,AE,FLOODWAY,100,,T,48201C_STUDY2,0.051026859,2.07E-05,
50,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,25223,48201C,48201C_10178,AE,FLOODWAY,100,,T,48201C_STUDY1,0.020580779,1.17E-05,
51,16,48,201,240901,48201240901,2409.01,Census Tract 2409.01,G5020,S,5765658,60746,30.0205928,-95.3174303,25224,48201C,48201C_10213,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.092177145,2.16E-05,
52,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,8865,48201C,48201C_10008,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.006795967,3.40E-07,
53,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,10695,48201C,48201C_10000,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.022583691,2.37E-06,
54,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,12128,48201C,48201C_9300,AE,,100,,T,48201C_STUDY2,0.005281268,7.45E-07,
55,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,12212,48201C,48201C_9294,AE,,100,,T,48201C_STUDY2,0.00900672,1.51E-06,
56,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,12216,48201C,48201C_9299,AE,,100,,T,48201C_STUDY2,0.005050723,4.94E-07,
57,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,24326,48201C,48201C_10303,AE,FLOODWAY,100,,T,48201C_STUDY1,0.025948942,8.00E-06,
58,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,24987,48201C,48201C_10021,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.001579514,3.91E-08,
59,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,24989,48201C,48201C_10023,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.000233927,2.10E-09,
60,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,24990,48201C,48201C_10024,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.00049466,9.78E-09,
61,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,24991,48201C,48201C_10025,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.002051579,6.10E-08,
62,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,25057,48201C,48201C_10034,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.005231435,2.33E-07,
63,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,25215,48201C,48201C_10178,AE,FLOODWAY,100,,T,48201C_STUDY2,0.023243252,1.34E-05,
64,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,25220,48201C,48201C_10176,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.042844731,3.24E-05,
65,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,25227,48201C,48201C_13160,AE,,100,,T,48201C_STUDY2,0.022879253,9.58E-06,
66,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,25228,48201C,48201C_13162,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.028692878,2.70E-06,
67,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,25433,48201C,48201C_10015,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.000790935,2.15E-08,
68,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,25868,48201C,48201C_9272,AE,,100,,T,48201C_STUDY2,0.020099994,6.74E-06,
69,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,26013,48201C,48201C_9621,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY2,0.003094238,1.55E-07,
70,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,26233,48201C,48201C_10342,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.077063467,0.000182873,
71,21,48,201,241103,48201241103,2411.03,Census Tract 2411.03,G5020,S,2782048,35540,30.0474108,-95.3807767,26324,48201C,48201C_8620,A,,100,,T,48201C_STUDY2,0.008874307,1.90E-06,
72,22,48,201,450802,48201450802,4508.02,Census Tract 4508.02,G5020,S,1716887,1759,29.752496,-95.5652202,7786,48201C,48201C_519,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.012061755,2.30E-06,
73,22,48,201,450802,48201450802,4508.02,Census Tract 4508.02,G5020,S,1716887,1759,29.752496,-95.5652202,8233,48201C,48201C_1037,AE,,100,,T,48201C_STUDY1,0.003696998,2.75E-07,
74,22,48,201,450802,48201450802,4508.02,Census Tract 4508.02,G5020,S,1716887,1759,29.752496,-95.5652202,8378,48201C,48201C_1117,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.024522722,3.73E-06,
75,22,48,201,450802,48201450802,4508.02,Census Tract 4508.02,G5020,S,1716887,1759,29.752496,-95.5652202,9445,48201C,48201C_10250,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.086414417,0.000152173,
76,22,48,201,450802,48201450802,4508.02,Census Tract 4508.02,G5020,S,1716887,1759,29.752496,-95.5652202,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.021698807,1.81E-06,
77,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,5898,48201C,48201C_108,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.001268558,1.85E-08,
78,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,6238,48201C,48201C_670,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.006339275,8.44E-07,
79,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,7178,48201C,48201C_157,AE,,100,,T,48201C_STUDY1,0.017648403,2.59E-06,
80,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,7668,48201C,48201C_580,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.005312012,1.15E-06,
81,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,7786,48201C,48201C_519,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.021057922,1.27E-06,
82,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,8233,48201C,48201C_1037,AE,,100,,T,48201C_STUDY1,0.087577655,2.44E-05,
83,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,8270,48201C,48201C_1002,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.01631093,3.51E-06,
84,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,8378,48201C,48201C_1117,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.077332866,2.13E-05,
85,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,9445,48201C,48201C_10250,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.048503007,1.88E-05,
86,23,48,201,450801,48201450801,4508.01,Census Tract 4508.01,G5020,S,903292,17759,29.75982,-95.5680076,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.048581143,1.21E-05,
87,24,48,201,451002,48201451002,4510.02,Census Tract 4510.02,G5020,S,599993,0,29.7408429,-95.5854867,4965,48201C,48201C_75,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.006675746,3.63E-07,
88,24,48,201,451002,48201451002,4510.02,Census Tract 4510.02,G5020,S,599993,0,29.7408429,-95.5854867,9445,48201C,48201C_10250,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.037209601,5.56E-05,
89,25,48,201,454302,48201454302,4543.02,Census Tract 4543.02,G5020,S,2750427,1867,29.715347,-95.6704755,5073,48201C,48201C_919,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.001595631,4.35E-08,
90,25,48,201,454302,48201454302,4543.02,Census Tract 4543.02,G5020,S,2750427,1867,29.715347,-95.6704755,9445,48201C,48201C_10250,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.082178496,0.000253488,
91,25,48,201,454302,48201454302,4543.02,Census Tract 4543.02,G5020,S,2750427,1867,29.715347,-95.6704755,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.007865204,1.35E-06,
92,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,5495,48201C,48201C_1076,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.024637071,2.81E-05,
93,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,6383,48201C,48201C_24,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.000425171,2.64E-09,
94,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,6656,48201C,48201C_477,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.005588731,1.67E-06,
95,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,6731,48201C,48201C_1167,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.019627486,1.97E-05,
96,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,7111,48201C,48201C_1179,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.010237348,5.58E-06,
97,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,7179,48201C,48201C_158,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.010331064,5.57E-06,
98,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,7783,48201C,48201C_515,AE,,100,,T,48201C_STUDY1,0.083159178,4.93E-05,
99,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,7857,48201C,48201C_1025,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.017781323,1.50E-05,
100,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,8329,48201C,48201C_753,AE,,100,,T,48201C_STUDY1,0.071190012,5.03E-05,
101,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,8393,48201C,48201C_884,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.015174395,1.05E-05,
102,26,48,201,451902,48201451902,4519.02,Census Tract 4519.02,G5020,S,2057671,0,29.7225162,-95.5987045,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.026219703,6.12E-06,
103,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,5024,48201C,48201C_934,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.007399166,2.35E-06,
104,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,5081,48201C,48201C_497,AE,,100,,T,48201C_STUDY1,0.033777626,4.27E-05,
105,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,5127,48201C,48201C_120,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.061017366,0.000105362,
106,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,5363,48201C,48201C_1216,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.003049255,5.45E-07,
107,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,7187,48201C,48201C_156,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.027600598,5.98E-06,
108,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,7355,48201C,48201C_209,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.007589311,2.87E-06,
109,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,7784,48201C,48201C_736,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.035693704,7.88E-06,
110,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,7875,48201C,48201C_1099,AE,,100,,T,48201C_STUDY1,0.055968443,5.10E-05,
111,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,8234,48201C,48201C_1231,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.015161747,3.27E-06,
112,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,8330,48201C,48201C_754,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,500,,F,48201C_STUDY1,0.034608658,1.12E-05,
113,27,48,201,453602,48201453602,4536.02,Census Tract 4536.02,G5020,S,2558693,0,29.681689,-95.5787734,26127,48201C,48201C_10239,AE,FLOODWAY,100,,T,48201C_FIRM1,0.037389006,5.30E-06,
114,28,48,201,453403,48201453403,4534.03,Census Tract 4534.03,G5020,S,683886,0,29.6697612,-95.5851314,5127,48201C,48201C_120,X,AREA OF MINIMAL FLOOD HAZARD,0,,F,48201C_STUDY1,0.039192621,6.08E-05,
