STATE,COUNTY,FIPS,TRACT,population,AVGCONCMAJ,AVGCONCAR,AVGCONCON,AVGCONCNON,AVGCONCBK,AVGCONCSEC,AVGCONCTOT,AVGEXPMAJ,AVGEXPAR,AVGEXPON,AVGEXPNON,AVGEXPBK,AVGEXPSEC,AVGEXPTOT,AVGRSKMAJ,AVGRSKAR,AVGRSKON,AVGRSKNON,AVGRSKBK,AVGRSKSEC,AVGRSKTOT,RESPTOT,NEURTOT,LIVRTOT,DEVTOT,RPROTOT,KIDNTOT,OCULTOT,ENDOTOT,HEMATOT,IMMUTOT,SKELTOT,SPLETOT,THYRTOT,WHOLTOT,Chemical.Name
TX,Harris,48201,48201210700,2604,0.121977745,0.41714494,0.399271371,0.095752983,0.606741999,0,1.640889037,0.098628671,0.349124395,0.438349024,0.090125826,0.46354445,0,1.439772366,7.69E-07,2.72E-06,3.42E-06,7.03E-07,3.62E-06,0,1.12E-05,0,0,0,0,0,0,0,0,0,0.047992412,0,0,0,0,BENZENE
TX,Harris,48201,48201210700,2604,0.044371971,2.39E-05,0.049556927,0.011048836,0.025066736,0,0.130068411,0.034513186,1.97E-05,0.057826412,0.011433373,0.018910203,0,0.12270288,1.04E-06,5.91E-10,1.73E-06,3.43E-07,5.67E-07,0,3.68E-06,0,0,0,0,0.06135144,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201210700,2604,0.006352718,0.07833213,0,0,0,0,0.084684848,0.006336833,0.050284994,0,0,0,0,0.056621827,0,0,0,0,0,0,0,0,0.018873942,0,0,0,0,0,0,0,0,0,0,0.018873942,0,CYANIDE
TX,Harris,48201,48201210700,2604,0,0,1.806401759,0.683286931,0,0,2.48968869,0,0,1.251097662,0.340006131,0,0,1.591103793,0,0,0,0,0,0,0,0.318220759,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201210700,2604,0.134967057,1.11929406,1.248262355,0.179024076,0.376696883,0,3.058244432,0.109630479,0.972656269,1.371109619,0.171474177,0.327346136,0,2.95221668,0,0,0,0,0,0,0,0,0.000590443,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201210800,3186,0.008304253,0.034285592,0.195417035,0.052709676,0,2.1272,2.417916556,0.006788543,0.028812719,0.21211241,0.045479455,0,1.617507934,1.910701061,1.49E-08,6.34E-08,4.67E-07,1.00E-07,0,3.56E-06,4.20E-06,0.212300118,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201210800,3186,0.138082557,0.864468411,0.661686737,0.095773866,0.606741999,0,2.366753569,0.111587916,0.71941827,0.729795156,0.092950454,0.458052527,0,2.111804322,8.70E-07,5.61E-06,5.69E-06,7.25E-07,3.57E-06,0,1.65E-05,0,0,0,0,0,0,0,0,0,0.070393477,0,0,0,0,BENZENE
TX,Harris,48201,48201210800,3186,0.051646984,2.84E-05,0.082076038,0.011064891,0.025066736,0,0.169883081,0.03975938,2.35E-05,0.0925642,0.012092362,0.018978114,0,0.163417557,1.19E-06,7.05E-10,2.78E-06,3.63E-07,5.69E-07,0,4.90E-06,0,0,0,0,0.081708779,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201210800,3186,0.006616024,0.08115971,0,0,0,0,0.087775734,0.006624858,0.053709949,0,0,0,0,0.060334807,0,0,0,0,0,0,0,0,0.020111602,0,0,0,0,0,0,0,0,0,0,0.020111602,0,CYANIDE
TX,Harris,48201,48201210800,3186,0,0,3.009926877,0.78620869,0,0,3.796135568,0,0,1.922422808,0.389506253,0,0,2.311929061,0,0,0,0,0,0,0,0.462385812,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201210800,3186,0.159031056,1.865237474,2.069424556,0.177658402,0.376696883,0,4.648048371,0.127463405,1.610511392,2.254425121,0.173625204,0.325253288,0,4.491278411,0,0,0,0,0,0,0,0,0.000898256,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201210900,1829,0.009955171,0.024916638,0.183738801,0.045132834,0,2.1272,2.390943444,0.008214332,0.020996104,0.194421504,0.038738063,0,1.663882358,1.92625236,1.81E-08,4.62E-08,4.28E-07,8.52E-08,0,3.66E-06,4.24E-06,0.21402804,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201210900,1829,0.157088859,0.513108552,0.62200934,0.093314241,0.606741999,0,1.992262991,0.128167465,0.426660049,0.653388268,0.090107133,0.469036373,0,1.767359286,1.00E-06,3.33E-06,5.10E-06,7.03E-07,3.66E-06,0,1.38E-05,0,0,0,0,0,0,0,0,0,0.058911976,0,0,0,0,BENZENE
TX,Harris,48201,48201210900,1829,0.052612827,2.26E-05,0.077159389,0.010724872,0.025066736,0,0.165586413,0.040668733,1.82E-05,0.080745452,0.012297126,0.019187504,0,0.152917029,1.22E-06,5.46E-10,2.42E-06,3.69E-07,5.76E-07,0,4.59E-06,0,0,0,0,0.076458515,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201210900,1829,0.007519515,0.07136125,0,0,0,0,0.078880765,0.007553345,0.04662656,0,0,0,0,0.054179905,0,0,0,0,0,0,0,0,0.018059968,0,0,0,0,0,0,0,0,0,0,0.018059968,0,CYANIDE
TX,Harris,48201,48201210900,1829,0,0,2.828006677,0.622911744,0,0,3.45091842,0,0,1.895706421,0.312012159,0,0,2.20771858,0,0,0,0,0,0,0,0.441543716,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201210900,1829,0.173230505,1.06755408,1.945246338,0.176216134,0.376696883,0,3.73894394,0.141073406,0.92810149,2.03533538,0.173717214,0.327489675,0,3.605717165,0,0,0,0,0,0,0,0,0.000721143,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211000,2178,0.009906298,0.025923018,0.098938744,0.048390226,0,2.1272,2.310358287,0.008115118,0.02195779,0.107898722,0.040476517,0,1.650689634,1.829137781,1.79E-08,4.83E-08,2.37E-07,8.90E-08,0,3.63E-06,4.02E-06,0.203237531,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211000,2178,0.157996893,0.502098831,0.334101499,0.094324906,0.606741999,0,1.695264128,0.129059032,0.414340296,0.381487779,0.087291083,0.469690173,0,1.481868363,1.01E-06,3.23E-06,2.98E-06,6.81E-07,3.66E-06,0,1.16E-05,0,0,0,0,0,0,0,0,0,0.049395612,0,0,0,0,BENZENE
TX,Harris,48201,48201211000,2178,0.05451537,2.22E-05,0.041467757,0.010732014,0.025066736,0,0.131804033,0.042212112,1.85E-05,0.050493525,0.011069967,0.019275221,0,0.123069309,1.27E-06,5.55E-10,1.51E-06,3.32E-07,5.78E-07,0,3.69E-06,0,0,0,0,0.061534655,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211000,2178,0.007466152,0.07734199,0,0,0,0,0.084808142,0.007485238,0.050304025,0,0,0,0,0.057789263,0,0,0,0,0,0,0,0,0.019263088,0,0,0,0,0,0,0,0,0,0,0.019263088,0,CYANIDE
TX,Harris,48201,48201211000,2178,0,0,1.510995414,0.681531532,0,0,2.192526946,0,0,1.104102206,0.340741441,0,0,1.444843647,0,0,0,0,0,0,0,0.288968729,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211000,2178,0.174950582,1.056577925,1.044481054,0.17653351,0.376696883,0,2.829239954,0.143003056,0.899632663,1.188403253,0.166560765,0.320741909,0,2.718341646,0,0,0,0,0,0,0,0,0.000543668,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211100,6723,0.009759904,0.027269201,0.0903987,0.054243262,0,2.1272,2.308871067,0.008073504,0.022935211,0.096846253,0.04574884,0,1.636297571,1.80990138,1.78E-08,5.05E-08,2.13E-07,1.01E-07,0,3.60E-06,3.98E-06,0.201100153,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211100,6723,0.157809759,0.524859195,0.304916799,0.095909563,0.606741999,0,1.690237315,0.131698705,0.441505378,0.346127596,0.087139742,0.467074972,0,1.473546393,1.03E-06,3.44E-06,2.70E-06,6.80E-07,3.64E-06,0,1.15E-05,0,0,0,0,0,0,0,0,0,0.049118213,0,0,0,0,BENZENE
TX,Harris,48201,48201211100,6723,0.057630485,2.30E-05,0.037852381,0.010806992,0.025066736,0,0.131379582,0.047249912,1.95E-05,0.046518653,0.010788491,0.019320495,0,0.123897044,1.42E-06,5.85E-10,1.40E-06,3.24E-07,5.80E-07,0,3.72E-06,0,0,0,0,0.061948522,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211100,6723,0.007369977,0.08270284,0,0,0,0,0.090072817,0.007385405,0.052744067,0,0,0,0,0.060129472,0,0,0,0,0,0,0,0,0.020043157,0,0,0,0,0,0,0,0,0,0,0.020043157,0,CYANIDE
TX,Harris,48201,48201211100,6723,0,0,1.37591004,0.797401442,0,0,2.173311482,0,0,0.991595173,0.399883158,0,0,1.391478331,0,0,0,0,0,0,0,0.278295666,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211100,6723,0.177282811,1.118660413,0.953311804,0.176890885,0.376696883,0,2.802842796,0.148431428,0.946007988,1.082071459,0.161753182,0.318558033,0,2.656822089,0,0,0,0,0,0,0,0,0.000531364,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211200,3590,0.011423234,0.024658989,0.082316661,0.050340994,0,2.1272,2.295939879,0.009164938,0.020508516,0.09021289,0.040686414,0,1.615509036,1.776081795,2.02E-08,4.51E-08,1.98E-07,8.95E-08,0,3.55E-06,3.91E-06,0.197342422,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211200,3590,0.183799268,0.541912175,0.277805352,0.094632763,0.606741999,0,1.704891556,0.148097172,0.44735226,0.330868962,0.085953304,0.46341369,0,1.475685388,1.16E-06,3.49E-06,2.58E-06,6.70E-07,3.61E-06,0,1.15E-05,0,0,0,0,0,0,0,0,0,0.049189513,0,0,0,0,BENZENE
TX,Harris,48201,48201211200,3590,0.060754032,2.31E-05,0.034485712,0.010693727,0.025066736,0,0.131023303,0.045003855,1.83E-05,0.04545618,0.010738747,0.018630073,0,0.11984713,1.35E-06,5.48E-10,1.36E-06,3.22E-07,5.59E-07,0,3.60E-06,0,0,0,0,0.059923565,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211200,3590,0.008221634,0.06683232,0,0,0,0,0.075053954,0.008190727,0.042814961,0,0,0,0,0.051005688,0,0,0,0,0,0,0,0,0.017001896,0,0,0,0,0,0,0,0,0,0,0.017001896,0,CYANIDE
TX,Harris,48201,48201211200,3590,0,0,1.254341149,0.724743065,0,0,1.979084214,0,0,0.888023056,0.351728625,0,0,1.239751681,0,0,0,0,0,0,0,0.247950336,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211200,3590,0.207406811,0.976428441,0.868390177,0.176266569,0.376696883,0,2.605188881,0.166220707,0.844429781,1.033021043,0.164507639,0.325773045,0,2.533952216,0,0,0,0,0,0,0,0,0.00050679,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211300,5841,0.010273933,0.028013824,0.172959217,0.057373317,0,2.1272,2.395820291,0.008253657,0.024441269,0.185937178,0.04936638,0,1.625903304,1.893901787,1.82E-08,5.38E-08,4.09E-07,1.09E-07,0,3.58E-06,4.17E-06,0.210433532,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211300,5841,0.16898007,0.558825118,0.585330125,0.09676527,0.606741999,0,2.016642582,0.13861227,0.475082725,0.644000997,0.093295676,0.466944212,0,1.81793588,1.08E-06,3.71E-06,5.02E-06,7.28E-07,3.64E-06,0,1.42E-05,0,0,0,0,0,0,0,0,0,0.060597863,0,0,0,0,BENZENE
TX,Harris,48201,48201211300,5841,0.063547359,2.44E-05,0.0726115,0.010862149,0.025066736,0,0.172112113,0.050387504,2.23E-05,0.080793098,0.011795089,0.019246925,0,0.162244872,1.51E-06,6.68E-10,2.42E-06,3.54E-07,5.77E-07,0,4.87E-06,0,0,0,0,0.081122436,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211300,5841,0.007619518,0.08065472,0,0,0,0,0.088274238,0.007492021,0.051137624,0,0,0,0,0.058629646,0,0,0,0,0,0,0,0,0.019543215,0,0,0,0,0,0,0,0,0,0,0.019543215,0,CYANIDE
TX,Harris,48201,48201211300,5841,0,0,2.659483994,0.878130541,0,0,3.537614535,0,0,1.804350871,0.441620354,0,0,2.245971225,0,0,0,0,0,0,0,0.449194245,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211300,5841,0.192758555,1.092121953,1.830728207,0.177114118,0.376696883,0,3.669419717,0.157448855,0.929817316,1.998688054,0.171709068,0.320714444,0,3.578377738,0,0,0,0,0,0,0,0,0.000715676,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211400,3623,0.009896974,0.03098244,0.094965639,0.066892991,0,2.1272,2.329938044,0.00842357,0.025577132,0.101863646,0.055956527,0,1.6123108,1.804131676,1.85E-08,5.63E-08,2.24E-07,1.23E-07,0,3.55E-06,3.97E-06,0.200459075,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211400,3623,0.162880067,0.559559748,0.320879105,0.101664912,0.606741999,0,1.751725831,0.138535426,0.449611166,0.359668008,0.083903019,0.455306565,0,1.487024184,1.08E-06,3.51E-06,2.81E-06,6.54E-07,3.55E-06,0,1.16E-05,0,0,0,0,0,0,0,0,0,0.049567473,0,0,0,0,BENZENE
TX,Harris,48201,48201211400,3623,0.065293192,3.07E-05,0.039822121,0.011190029,0.025066736,0,0.141402806,0.052944989,2.46E-05,0.048121999,0.00926372,0.018604607,0,0.128959867,1.59E-06,7.37E-10,1.44E-06,2.78E-07,5.58E-07,0,3.87E-06,0,0,0,0,0.064479933,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211400,3623,0.007539375,0.07518817,0,0,0,0,0.082727545,0.007792312,0.048855631,0,0,0,0,0.056647943,0,0,0,0,0,0,0,0,0.018882648,0,0,0,0,0,0,0,0,0,0,0.018882648,0,CYANIDE
TX,Harris,48201,48201211400,3623,0,0,1.452977559,1.046994404,0,0,2.499971963,0,0,1.070695265,0.549955294,0,0,1.620650559,0,0,0,0,0,0,0,0.324130112,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211400,3623,0.183607758,1.051738657,1.003154196,0.18129179,0.376696883,0,2.796489284,0.153540574,0.863437976,1.106105017,0.148186342,0.309254007,0,2.580523916,0,0,0,0,0,0,0,0,0.000516105,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211500,7298,0.016851154,0.028312638,0.120798078,0.069464561,0,2.1272,2.362626431,0.013193704,0.023779643,0.134998437,0.055304931,0,1.638696248,1.865972963,2.90E-08,5.23E-08,2.97E-07,1.22E-07,0,3.61E-06,4.11E-06,0.207330329,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211500,7298,0.298057983,1.194281677,0.40871972,0.101446626,0.606741999,0,2.609248005,0.236526898,0.964315036,0.471646362,0.08611436,0.466813452,0,2.225416109,1.84E-06,7.52E-06,3.68E-06,6.72E-07,3.64E-06,0,1.74E-05,0,0,0,0,0,0,0,0,0,0.074180537,0,0,0,0,BENZENE
TX,Harris,48201,48201211500,7298,0.095504515,3.05E-05,0.050708705,0.011178833,0.025066736,0,0.182489261,0.074542035,2.41E-05,0.060244774,0.010011226,0.019108275,0,0.163930425,2.24E-06,7.23E-10,1.81E-06,3.00E-07,5.73E-07,0,4.92E-06,0,0,0,0,0.081965212,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211500,7298,0.010732233,0.06470335,0,0,0,0,0.075435583,0.010457341,0.041633822,0,0,0,0,0.052091163,0,0,0,0,0,0,0,0,0.017363721,0,0,0,0,0,0,0,0,0,0,0.017363721,0,CYANIDE
TX,Harris,48201,48201211500,7298,0,0,1.856083718,1.1224447,0,0,2.978528418,0,0,1.283096301,0.554623745,0,0,1.837720046,0,0,0,0,0,0,0,0.367544009,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211500,7298,0.310746697,1.052041331,1.27818191,0.180064378,0.376696883,0,3.1977312,0.242554602,0.910228697,1.461442479,0.158171462,0.325919052,0,3.098316292,0,0,0,0,0,0,0,0,0.000619663,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211600,3302,0.012933881,0.02641774,0.143371406,0.059491141,0,2.1272,2.369414168,0.010770403,0.022026494,0.156262649,0.048848549,0,1.633499115,1.871407209,2.37E-08,4.85E-08,3.44E-07,1.07E-07,0,3.59E-06,4.12E-06,0.207934134,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211600,3302,0.216980325,0.725232079,0.484914928,0.098047761,0.606741999,0,2.131917092,0.182363951,0.587851418,0.528036559,0.082691128,0.458444807,0,1.839387862,1.42E-06,4.59E-06,4.12E-06,6.45E-07,3.58E-06,0,1.43E-05,0,0,0,0,0,0,0,0,0,0.061312929,0,0,0,0,BENZENE
TX,Harris,48201,48201211600,3302,0.071253698,2.58E-05,0.060162333,0.010923861,0.025066736,0,0.167432441,0.062303405,2.11E-05,0.066376143,0.009764322,0.018904544,0,0.157369506,1.87E-06,6.33E-10,1.99E-06,2.93E-07,5.67E-07,0,4.72E-06,0,0,0,0,0.078684753,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211600,3302,0.008929842,0.07552671,0,0,0,0,0.084456552,0.009024084,0.048840438,0,0,0,0,0.057864522,0,0,0,0,0,0,0,0,0.019288174,0,0,0,0,0,0,0,0,0,0,0.019288174,0,CYANIDE
TX,Harris,48201,48201211600,3302,0,0,2.200120943,0.909409509,0,0,3.109530452,0,0,1.419572886,0.456550989,0,0,1.876123875,0,0,0,0,0,0,0,0.375224775,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211600,3302,0.251770969,1.168713208,1.516647815,0.178968414,0.376696883,0,3.492797289,0.20646887,0.938435049,1.633314377,0.15132269,0.302474171,0,3.232015157,0,0,0,0,0,0,0,0,0.000646403,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211700,4326,0.012671646,0.027022006,0.088175811,0.048315836,0,2.1272,2.303385298,0.010081152,0.022326,0.09736023,0.039621811,0,1.597119178,1.766508371,2.22E-08,4.91E-08,2.14E-07,8.72E-08,0,3.51E-06,3.89E-06,0.196278708,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211700,4326,0.204923508,0.622458544,0.298221098,0.094667161,0.606741999,0,1.82701231,0.164142707,0.504158757,0.345836389,0.081451042,0.456091126,0,1.551680021,1.28E-06,3.93E-06,2.70E-06,6.35E-07,3.56E-06,0,1.21E-05,0,0,0,0,0,0,0,0,0,0.051722667,0,0,0,0,BENZENE
TX,Harris,48201,48201211700,4326,0.063050472,2.97E-05,0.037006915,0.010785383,0.025066736,0,0.135939173,0.04759718,2.37E-05,0.045227375,0.009830268,0.018621584,0,0.121300125,1.43E-06,7.12E-10,1.36E-06,2.95E-07,5.59E-07,0,3.64E-06,0,0,0,0,0.060650062,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211700,4326,0.009235063,0.06729451,0,0,0,0,0.076529573,0.008910557,0.04306101,0,0,0,0,0.051971567,0,0,0,0,0,0,0,0,0.017323856,0,0,0,0,0,0,0,0,0,0,0.017323856,0,CYANIDE
TX,Harris,48201,48201211700,4326,0,0,1.351456059,0.69205985,0,0,2.043515909,0,0,0.93850329,0.346453755,0,0,1.284957045,0,0,0,0,0,0,0,0.256991409,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211700,4326,0.246941355,1.076065016,0.932133116,0.177758066,0.376696883,0,2.809594437,0.19615752,0.894921736,1.076603909,0.155018032,0.313284257,0,2.635985455,0,0,0,0,0,0,0,0,0.000527197,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211800,246,0.015427848,0.025281418,0.069581059,0.047543736,0,2.1272,2.285034062,0.01234387,0.021041856,0.074733623,0.039824082,0,1.623504627,1.771448058,2.72E-08,4.63E-08,1.64E-07,8.76E-08,0,3.57E-06,3.90E-06,0.196827562,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211800,246,0.28773417,1.037969478,0.236782457,0.093966532,0.606741999,0,2.263194636,0.22139398,0.815262557,0.261370091,0.09210095,0.457660247,0,1.847787826,1.73E-06,6.36E-06,2.04E-06,7.18E-07,3.57E-06,0,1.44E-05,0,0,0,0,0,0,0,0,0,0.061592928,0,0,0,0,BENZENE
TX,Harris,48201,48201211800,246,0.073001448,2.70E-05,0.029354326,0.01097794,0.025066736,0,0.138427431,0.053786964,2.04E-05,0.033580188,0.013008163,0.018434831,0,0.118830507,1.61E-06,6.11E-10,1.01E-06,3.90E-07,5.53E-07,0,3.56E-06,0,0,0,0,0.059415253,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211800,246,0.012257833,0.05328426,0,0,0,0,0.065542093,0.012533662,0.035701032,0,0,0,0,0.048234694,0,0,0,0,0,0,0,0,0.016078231,0,0,0,0,0,0,0,0,0,0,0.016078231,0,CYANIDE
TX,Harris,48201,48201211800,246,0,0,1.079970482,0.765568472,0,0,1.845538954,0,0,0.754168587,0.380619767,0,0,1.134788354,0,0,0,0,0,0,0,0.226957671,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211800,246,0.304862516,1.570165106,0.739993199,0.183929739,0.376696883,0,3.175647444,0.237935076,1.391023653,0.810592887,0.187400282,0.33371922,0,2.960671117,0,0,0,0,0,0,0,0,0.000592134,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201211900,6424,0.015670504,0.034123217,0.087350251,0.062618227,0,2.1272,2.326962199,0.012490678,0.028369821,0.090496986,0.050777916,0,1.623904406,1.806039808,2.75E-08,6.24E-08,1.99E-07,1.12E-07,0,3.57E-06,3.97E-06,0.20067109,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201211900,6424,0.32531002,0.884425647,0.294599192,0.099114444,0.606741999,0,2.210191302,0.244467606,0.710771296,0.298167902,0.0815434,0.461713809,0,1.796664013,1.91E-06,5.54E-06,2.33E-06,6.36E-07,3.60E-06,0,1.40E-05,0,0,0,0,0,0,0,0,0,0.0598888,0,0,0,0,BENZENE
TX,Harris,48201,48201211900,6424,0.078622516,3.57E-05,0.036570877,0.010947301,0.025066736,0,0.151243149,0.060074855,2.80E-05,0.036352737,0.009056138,0.018884737,0,0.12439647,1.80E-06,8.40E-10,1.09E-06,2.72E-07,5.67E-07,0,3.73E-06,0,0,0,0,0.062198235,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201211900,6424,0.010333015,0.09819273,0,0,0,0,0.108525745,0.010204006,0.061112983,0,0,0,0,0.071316989,0,0,0,0,0,0,0,0,0.02377233,0,0,0,0,0,0,0,0,0,0,0.02377233,0,CYANIDE
TX,Harris,48201,48201211900,6424,0,0,1.328320403,0.945358394,0,0,2.273678797,0,0,0.852355181,0.477150835,0,0,1.329506016,0,0,0,0,0,0,0,0.265901203,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201211900,6424,0.310259211,1.692018451,0.921397008,0.180270993,0.376696883,0,3.480642547,0.243482892,1.329244124,0.926470314,0.148076477,0.295931831,0,2.943205639,0,0,0,0,0,0,0,0,0.000588641,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201212000,3427,0.016203263,0.033651933,0.213641509,0.056660039,0,2.1272,2.447356744,0.012993962,0.02815604,0.235636109,0.046396231,0,1.643093823,1.966276165,2.86E-08,6.19E-08,5.18E-07,1.02E-07,0,3.61E-06,4.33E-06,0.218475129,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201212000,3427,0.321166166,1.018535396,0.723898102,0.096935279,0.606741999,0,2.767276941,0.268535672,0.839609296,0.780413483,0.080865869,0.470082453,0,2.439506773,2.09E-06,6.55E-06,6.09E-06,6.31E-07,3.67E-06,0,1.90E-05,0,0,0,0,0,0,0,0,0,0.081316892,0,0,0,0,BENZENE
TX,Harris,48201,48201212000,3427,0.08345667,3.74E-05,0.089780132,0.010856836,0.025066736,0,0.209197761,0.065557568,3.08E-05,0.095608996,0.009156177,0.019391235,0,0.189744736,1.97E-06,9.23E-10,2.87E-06,2.75E-07,5.82E-07,0,5.69E-06,0,0,0,0,0.094872368,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201212000,3427,0.010611304,0.07900845,0,0,0,0,0.089619754,0.010480617,0.05076574,0,0,0,0,0.061246357,0,0,0,0,0,0,0,0,0.020415452,0,0,0,0,0,0,0,0,0,0,0.020415452,0,CYANIDE
TX,Harris,48201,48201212000,3427,0,0,3.296930459,0.858415337,0,0,4.155345797,0,0,2.095596003,0.429467401,0,0,2.525063404,0,0,0,0,0,0,0,0.505012681,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
TX,Harris,48201,48201212000,3427,0.30143416,1.369087339,2.264383094,0.178010198,0.376696883,0,4.489611675,0.245036818,1.150498997,2.439038367,0.149817122,0.316553498,0,4.300944803,0,0,0,0,0,0,0,0,0.000860189,0,0,0,0,0,0,0,0,0,0,0,0,TOLUENE
TX,Harris,48201,48201212100,4022,0.026182929,0.028316049,0.136560282,0.065423049,0,2.1272,2.383682309,0.021414941,0.023314019,0.152386752,0.049233127,0,1.63749691,1.883845749,4.71E-08,5.13E-08,3.35E-07,1.08E-07,0,3.60E-06,4.14E-06,0.209316194,0,0,0,0,0,0,0,0,0,0,0,0,0,ACETALDEHYDE
TX,Harris,48201,48201212100,4022,0.457690375,1.820925144,0.462420013,0.098306067,0.606741999,0,3.446083598,0.367009173,1.461134505,0.518706435,0.081148853,0.466944212,0,2.894943177,2.86E-06,1.14E-05,4.05E-06,6.33E-07,3.64E-06,0,2.26E-05,0,0,0,0,0,0,0,0,0,0.096498106,0,0,0,0,BENZENE
TX,Harris,48201,48201212100,4022,0.141580827,3.73E-05,0.057363311,0.010692271,0.025066736,0,0.234740436,0.106527375,2.89E-05,0.064790628,0.009460226,0.019323325,0,0.200130452,3.20E-06,8.67E-10,1.94E-06,2.84E-07,5.80E-07,0,6.00E-06,0,0,0,0,0.100065226,0,0,0,0,0,0,0,0,0,BUTADIENE
TX,Harris,48201,48201212100,4022,0.013740163,0.06467654,0,0,0,0,0.078416703,0.014029376,0.041866269,0,0,0,0,0.055895645,0,0,0,0,0,0,0,0,0.018631882,0,0,0,0,0,0,0,0,0,0,0.018631882,0,CYANIDE
TX,Harris,48201,48201212100,4022,0,0,2.103494415,1.051129026,0,0,3.154623441,0,0,1.487774462,0.491234711,0,0,1.979009174,0,0,0,0,0,0,0,0.395801835,0,0,0,0,0,0,0,0,0,0,0,0,0,DIESEL
